# Command: python imdb_movie_toolkit.py --basics-path /path/to/title.basics.tsv.gz --ratings-path /path/to/title.ratings.tsv.gz --start-year 2010 --end-year 2012 --title-type tvSeries --format csv --output samples/sample_tvseries.csv

tconst,primaryTitle,startYear,averageRating,numVotes,genres,runtimeMinutes,titleType
tt2169177,Little Luis,2012,9.6,567,"Animation,Comedy",,tvSeries
tt5961444,Upanishad Ganga,2012,9.5,1270,"Drama,History,Short",,tvSeries
tt2910420,Drzavni Posao,2012,9.4,3852,Comedy,10,tvSeries
tt4664182,Rocket Beans TV,2012,9.3,734,Talk-Show,,tvSeries
tt3204810,On Cinema,2012,9.2,1877,"Comedy,Talk-Show",,tvSeries
tt2063241,Farouk Omar,2012,9.1,10113,"Biography,Drama,History",45,tvSeries
tt5804986,The Big Lez Show,2012,9.1,3188,"Action,Adventure,Animation",,tvSeries
tt1865718,Gravity Falls,2012,8.9,166034,"Adventure,Animation,Comedy",23,tvSeries
tt2828240,Zindagi Gulzar Hai,2012,8.9,4846,Romance,42,tvSeries
tt2354667,Battlefield Friends,2012,8.9,669,"Animation,Comedy",,tvSeries
tt2778780,The Most Popular Girls in School,2012,8.8,778,"Animation,Comedy",,tvSeries
tt2303687,Line of Duty,2012,8.7,78171,"Crime,Drama,Mystery",60,tvSeries
tt2404499,Kingdom,2012,8.7,5325,"Action,Animation,Drama",25,tvSeries
tt2392261,The Lizzie Bennet Diaries,2012,8.7,3366,"Comedy,Drama",3,tvSeries
tt1745739,Las Fierbinti,2012,8.7,3073,"Comedy,Drama",40,tvSeries
tt4087032,Good Mythical Morning,2012,8.7,2481,"Comedy,Family,Talk-Show",,tvSeries
tt2317838,In Treatment,2012,8.7,2431,Drama,,tvSeries
tt2273058,The Parliament,2012,8.7,581,Comedy,30,tvSeries
tt1870479,The Newsroom,2012,8.6,132649,Drama,60,tvSeries
tt2701582,Endeavour,2012,8.6,36947,"Crime,Drama,Mystery",90,tvSeries
tt1983079,Call the Midwife,2012,8.6,34472,"Drama,History",60,tvSeries
tt2311418,Isler Güçler,2012,8.6,21871,Comedy,86,tvSeries
tt2360717,Satyamev Jayate,2012,8.6,7767,"Documentary,Talk-Show",65,tvSeries
tt2326517,Finding Your Roots,2012,8.6,1974,"Biography,Documentary,History",53,tvSeries
tt2228547,The Aquabats! Super Show!,2012,8.6,837,"Action,Adventure,Animation",,tvSeries
tt2359704,JoJo's Bizarre Adventure,2012,8.5,47854,"Action,Adventure,Animation",24,tvSeries
tt2244495,The Eric Andre Show,2012,8.5,23515,"Comedy,Talk-Show",11,tvSeries
tt2301351,RuPaul's Drag Race All Stars,2012,8.5,10948,"Game-Show,Reality-TV",60,tvSeries
tt2398674,Aikatsu!,2012,8.5,2153,"Adventure,Animation,Comedy",25,tvSeries
tt2445666,Studio C,2012,8.5,1455,"Comedy,Family",30,tvSeries
tt2495452,Social Path,2012,8.5,749,"History,Mystery,Thriller",94,tvSeries
tt2168980,A Bite of China,2012,8.5,615,Documentary,50,tvSeries
tt1759761,Veep,2012,8.4,69889,Comedy,30,tvSeries
tt2930610,The Kitchen,2012,8.4,6712,Comedy,25,tvSeries
tt2187850,Pablo Escobar: El Patrón del Mal,2012,8.4,6692,"Biography,Crime,Drama",45,tvSeries
tt2610260,Honest Trailers,2012,8.4,4802,Comedy,7,tvSeries
tt2160915,"Montevideo, Bog te video!",2012,8.4,3561,"Adventure,Comedy,Drama",50,tvSeries
tt2276587,Legal High,2012,8.4,2516,"Comedy,Drama",54,tvSeries
tt2810310,Game Grumps,2012,8.4,2043,Comedy,,tvSeries
tt2374117,TableTop,2012,8.4,1188,"Comedy,Game-Show",30,tvSeries
tt2523506,Wild Things with Dominic Monaghan,2012,8.4,664,Documentary,60,tvSeries
tt3203700,Culture in Decline,2012,8.4,625,Documentary,30,tvSeries
tt3136332,Hellbenders,2012,8.4,530,"Animation,Comedy,Horror",,tvSeries
tt1695360,The Legend of Korra,2012,8.3,147461,"Action,Adventure,Animation",23,tvSeries
tt1836037,Longmire,2012,8.3,42897,"Action,Crime,Drama",60,tvSeries
tt1981558,Key and Peele,2012,8.3,28393,Comedy,30,tvSeries
tt2216156,Last Tango in Halifax,2012,8.3,9739,"Comedy,Drama,Romance",60,tvSeries
tt2275071,Game of Silence,2012,8.3,6661,"Crime,Drama",90,tvSeries
tt2303077,Brazil Avenue,2012,8.3,3006,"Comedy,Crime,Drama",45,tvSeries
tt2155043,Shaun Micallef's Mad as Hell,2012,8.3,738,"Comedy,Talk-Show",30,tvSeries
tt2587452,The Outs,2012,8.3,647,"Drama,Short",,tvSeries
tt2928890,Sessão de Terapia,2012,8.3,509,Drama,25,tvSeries
tt1988386,Miss Fisher's Murder Mysteries,2012,8.2,18826,"Crime,Drama,History",60,tvSeries
tt2348803,Kuroko's Basketball,2012,8.2,14618,"Animation,Comedy,Sport",24,tvSeries
tt2432604,Toast of London,2012,8.2,11650,"Comedy,Musical",30,tvSeries
tt1812523,Tron: Uprising,2012,8.2,9765,"Action,Adventure,Animation",30,tvSeries
tt2262456,The Hollow Crown,2012,8.2,7788,"Drama,History,War",150,tvSeries
tt2345459,8 Out of 10 Cats Does Countdown,2012,8.2,7156,"Comedy,Game-Show",30,tvSeries
tt2514438,High Maintenance,2012,8.2,5303,Comedy,30,tvSeries
tt2222848,Puberty Blues,2012,8.2,2373,"Comedy,Drama",45,tvSeries
tt1934564,Braunschlag,2012,8.2,1677,"Comedy,Drama",45,tvSeries
tt3550682,Amrit Manthan,2012,8.2,1340,Drama,,tvSeries
tt2267446,Space Brothers,2012,8.2,654,"Animation,Comedy,Sci-Fi",24,tvSeries
tt2505368,Generell Behindert,2012,8.2,647,Comedy,,tvSeries
tt2316082,Sex House,2012,8.2,500,"Comedy,Horror",,tvSeries
tt2616280,Derek,2012,8.1,37218,"Comedy,Drama",23,tvSeries
tt2379308,Psycho-Pass,2012,8.1,25021,"Action,Animation,Crime",25,tvSeries
tt2183641,Ripper Street,2012,8.1,23799,"Crime,Drama,Mystery",59,tvSeries
tt1973692,Rita,2012,8.1,10756,"Comedy,Drama",40,tvSeries
tt2319283,Moone Boy,2012,8.1,7031,Comedy,23,tvSeries
tt2320220,Kamisama Kiss,2012,8.1,6534,"Animation,Comedy,Fantasy",23,tvSeries
tt2496120,Space Battleship Yamato 2199,2012,8.1,1376,"Action,Adventure,Animation",,tvSeries
tt2257665,Munkaügyek,2012,8.1,913,Comedy,26,tvSeries
tt3139942,Bridal Mask,2012,8.1,811,"Action,Drama,History",60,tvSeries
tt3994168,Shehr-e-Zaat,2012,8.1,673,"Mystery,Romance",,tvSeries
tt2615506,"Dawkins: Sex, Death and the Meaning of Life",2012,8.1,630,Documentary,47,tvSeries
tt2261391,Chicago Fire,2012,8.0,70216,"Action,Drama",43,tvSeries
tt2521668,The Returned,2012,8.0,22041,"Drama,Fantasy,Horror",55,tvSeries
tt2314952,Comedians in Cars Getting Coffee,2012,8.0,14061,"Comedy,Family,Talk-Show",20,tvSeries
tt1864017,Stella,2012,8.0,2259,"Comedy,Drama",60,tvSeries
tt2510616,The Mind of a Chef,2012,8.0,1479,Documentary,23,tvSeries
tt3385538,Initial D: Fifth Stage,2012,8.0,1232,"Action,Animation,Sport",30,tvSeries
tt2256612,Crimi Clowns,2012,8.0,1164,"Comedy,Crime,Thriller",30,tvSeries
tt2520856,Revolution Z,2012,8.0,1135,"Drama,Music,Romance",45,tvSeries
tt2362459,Private Number,2012,8.0,716,"Crime,Drama,Mystery",45,tvSeries
tt2146543,The Solitary Gourmet,2012,8.0,587,Drama,30,tvSeries
tt2853248,Teen Wolf Revelations,2012,8.0,532,Talk-Show,,tvSeries
tt2191671,Elementary,2012,7.9,124928,"Crime,Drama,Mystery",60,tvSeries
tt1958961,Lilyhammer,2012,7.9,33964,"Comedy,Crime,Drama",45,tvSeries
tt2758770,Star vs. the Forces of Evil,2012,7.9,21165,"Action,Adventure,Animation",22,tvSeries
tt1877889,Teenage Mutant Ninja Turtles,2012,7.9,17283,"Action,Adventure,Animation",24,tvSeries
tt2325846,DreamWorks Dragons,2012,7.9,15674,"Action,Adventure,Animation",22,tvSeries
tt2275990,The Bletchley Circle,2012,7.9,15240,"Crime,Drama,History",,tvSeries
tt2292621,Burning Love,2012,7.9,4507,"Comedy,Romance",23,tvSeries
tt3143378,The Moon Embracing the Sun,2012,7.9,3994,"Drama,Fantasy,Romance",,tvSeries
tt2373094,The Great Doctor,2012,7.9,3514,"Drama,Fantasy,History",60,tvSeries
tt4504724,Markiplier,2012,7.9,1621,Comedy,,tvSeries
tt2362760,A Gentleman's Dignity,2012,7.9,1594,"Comedy,Drama,Romance",65,tvSeries
tt2259665,The Young Montalbano,2012,7.9,1530,"Crime,Mystery",120,tvSeries
tt2390276,Highway Thru Hell,2012,7.9,1413,"Documentary,Reality-TV",46,tvSeries
tt1843894,On Death Row,2012,7.9,1396,Documentary,49,tvSeries
tt1783844,Clan,2012,7.9,1322,"Comedy,Crime,Drama",50,tvSeries
tt2274800,Redfern Now,2012,7.9,707,Drama,60,tvSeries
tt4303722,Caddicarus,2012,7.9,581,Comedy,,tvSeries
tt1839683,Awake,2012,7.8,21879,"Drama,Fantasy,Mystery",43,tvSeries
tt1936532,Major Crimes,2012,7.8,17138,"Action,Crime,Drama",43,tvSeries
tt2180271,Äkta människor,2012,7.8,6976,"Drama,Sci-Fi,Thriller",60,tvSeries
tt1771072,Common Law,2012,7.8,6526,"Comedy,Crime",43,tvSeries
tt2425098,Magi: The Labyrinth of Magic,2012,7.8,5472,"Action,Adventure,Animation",25,tvSeries
tt1955311,Bomb Girls,2012,7.8,4734,"Drama,War",60,tvSeries
tt2546866,Uncle,2012,7.8,4611,Comedy,30,tvSeries
tt2240991,A Touch of Cloth,2012,7.8,4416,"Action,Comedy,Crime",60,tvSeries
tt2309320,From the New World,2012,7.8,4028,"Action,Adventure,Animation",25,tvSeries
tt2782216,Reply 1997,2012,7.8,2728,"Comedy,Drama,Romance",50,tvSeries
tt2543258,Subat,2012,7.8,1825,"Crime,Drama,Fantasy",95,tvSeries
tt2185220,Queen In-hyun's Man,2012,7.8,1416,"Fantasy,Romance",45,tvSeries
tt2362042,Kimmo,2012,7.8,1168,Comedy,25,tvSeries
tt2207986,Scam City,2012,7.8,814,"Adventure,Documentary,Reality-TV",48,tvSeries
tt2398172,Ghost,2012,7.8,713,"Mystery,Thriller",60,tvSeries
tt2942950,Shut Up Flower Boy Band,2012,7.8,679,"Drama,Music,Romance",45,tvSeries
tt2204345,North Woods Law,2012,7.8,527,"Crime,Reality-TV",60,tvSeries
tt1837576,Scandal,2012,7.7,83174,"Drama,Thriller",43,tvSeries
tt2281375,Nashville,2012,7.7,28829,"Drama,Music,Romance",43,tvSeries
tt1825133,Smash,2012,7.7,18737,"Drama,Musical",44,tvSeries
tt1943524,The Finder,2012,7.7,18317,"Comedy,Crime,Drama",44,tvSeries
tt2164430,A Young Doctor's Notebook & Other Stories,2012,7.7,17110,"Comedy,Drama,History",23,tvSeries
tt2391224,The Paradise,2012,7.7,13347,"Drama,History",60,tvSeries
tt2340841,Hyouka,2012,7.7,7280,"Animation,Comedy,Drama",24,tvSeries
tt2339608,Karadayi,2012,7.7,6413,"Action,Crime,Drama",120,tvSeries
tt2174367,Comic Book Men,2012,7.7,5693,"Comedy,Reality-TV",22,tvSeries
tt2644032,Barbie: Life in the Dreamhouse,2012,7.7,3610,"Animation,Comedy,Family",3,tvSeries
tt2401162,Rooftop Prince,2012,7.7,3425,"Comedy,Fantasy,Romance",65,tvSeries
tt2180883,Daily Lives of High School Boys,2012,7.7,3386,"Animation,Comedy,Drama",24,tvSeries
tt2191148,Blue,2012,7.7,1267,Drama,30,tvSeries
tt2129304,Hotel Impossible,2012,7.7,1184,Reality-TV,60,tvSeries
tt2496468,The Greatest Event in Television History,2012,7.7,870,Comedy,11,tvSeries
tt8737876,School 2013,2012,7.7,823,"Comedy,Drama",,tvSeries
tt2388350,Unité 9,2012,7.7,625,Drama,60,tvSeries
tt3784006,Suits Webisodes,2012,7.7,604,"Comedy,Drama",3,tvSeries
tt2949316,Tornado Chasers,2012,7.7,593,Reality-TV,20,tvSeries
tt1954347,Continuum,2012,7.6,65961,"Action,Sci-Fi,Thriller",45,tvSeries
tt2170584,Video Game High School,2012,7.6,14183,"Action,Comedy,Romance",42,tvSeries
tt1832045,Magic City,2012,7.6,13758,"Crime,Drama",60,tvSeries
tt2006848,Bunheads,2012,7.6,9398,"Comedy,Drama,Family",44,tvSeries
tt3066242,RWBY,2012,7.6,8065,"Action,Adventure,Animation",13,tvSeries
tt2296348,The Pet Girl of Sakurasou,2012,7.6,5961,"Animation,Comedy,Drama",24,tvSeries
tt2176287,Comedy Bang! Bang!,2012,7.6,4792,"Comedy,Talk-Show",30,tvSeries
tt2593336,The Innocent Man,2012,7.6,2557,Drama,60,tvSeries
tt2358629,Some Girls,2012,7.6,2036,Comedy,30,tvSeries
tt2169245,MeatEater,2012,7.6,1738,Documentary,21,tvSeries
tt1677734,30° i februari,2012,7.6,1700,Drama,60,tvSeries
tt2346947,The King 2 Hearts,2012,7.6,1637,"Action,Drama,Romance",65,tvSeries
tt2188249,Prisoners Wives,2012,7.6,1154,Drama,60,tvSeries
tt5189600,Jacksepticeye,2012,7.6,1076,Comedy,,tvSeries
tt2421012,Divorce,2012,7.6,1046,"Comedy,Drama,Romance",45,tvSeries
tt2239964,Acayip Hikayeler,2012,7.6,1029,"Drama,Fantasy,Horror",40,tvSeries
tt3013322,Porta dos Fundos,2012,7.6,898,"Comedy,Short",,tvSeries
tt2297810,The Burn with Jeff Ross,2012,7.6,715,"Comedy,Talk-Show",30,tvSeries
tt2193021,Arrow,2012,7.5,457655,"Action,Adventure,Crime",42,tvSeries
tt2250192,Sword Art Online,2012,7.5,60050,"Action,Adventure,Animation",24,tvSeries
tt2211129,The Mindy Project,2012,7.5,36200,Comedy,30,tvSeries
tt1714204,Perception,2012,7.5,23803,"Crime,Drama,Mystery",42,tvSeries
tt2300923,Go On,2012,7.5,20837,Comedy,22,tvSeries
tt2230051,High School DxD,2012,7.5,16247,"Action,Animation,Comedy",23,tvSeries
tt2006374,Copper,2012,7.5,11281,"Action,Drama",42,tvSeries
tt2290339,Emily Owens M.D.,2012,7.5,6889,"Comedy,Drama,Romance",43,tvSeries
tt2569488,Salamander,2012,7.5,2575,"Crime,Drama,Thriller",40,tvSeries
tt1798701,Wedding Band,2012,7.5,2070,"Comedy,Drama,Music",60,tvSeries
tt2286707,Love Rain,2012,7.5,1877,"Comedy,Drama,Romance",65,tvSeries
tt2533174,Gadget Man,2012,7.5,910,Talk-Show,,tvSeries
tt2349912,Doctor X,2012,7.5,879,"Comedy,Drama,Mystery",54,tvSeries
tt13653972,Shameless Hall of Shame,2012,7.5,874,Comedy,,tvSeries
tt2181219,Spin,2012,7.5,819,"Drama,Thriller",52,tvSeries
tt3009770,Dybvaaaaad,2012,7.5,611,Comedy,25,tvSeries
tt2208885,Kaboul Kitchen,2012,7.5,556,Comedy,26,tvSeries
tt1723816,Girls,2012,7.4,81873,"Comedy,Drama",30,tvSeries
tt1797404,House of Lies,2012,7.4,27351,"Comedy,Drama",30,tvSeries
tt1954804,Saving Hope,2012,7.4,8429,"Drama,Fantasy",43,tvSeries
tt2321542,"Love, Chunibyo & Other Delusions",2012,7.4,5971,"Animation,Comedy,Drama",25,tvSeries
tt1865740,Ink Master,2012,7.4,5241,"Game-Show,Reality-TV",60,tvSeries
tt2321596,Wolfblood,2012,7.4,4367,"Family,Fantasy",30,tvSeries
tt2128016,Mr. D,2012,7.4,3140,Comedy,30,tvSeries
tt2346169,Fast N' Loud,2012,7.4,2960,"Adventure,Comedy,Reality-TV",60,tvSeries
tt2239949,Pramface,2012,7.4,2770,Comedy,30,tvSeries
tt2294048,Blast of Tempest,2012,7.4,1775,"Action,Animation,Fantasy",25,tvSeries
tt2259737,Jormungand,2012,7.4,1708,"Action,Animation,Crime",24,tvSeries
tt2014553,Daniel Tiger's Neighborhood,2012,7.4,1676,"Animation,Family,Fantasy",26,tvSeries
tt2963600,James & Mike Mondays,2012,7.4,1563,"Comedy,Talk-Show",,tvSeries
tt2189801,Son,2012,7.4,1170,"Adventure,Drama,Mystery",82,tvSeries
tt2404115,"Rich Man, Poor Woman",2012,7.4,1145,"Comedy,Drama,Romance",54,tvSeries
tt3215124,I Miss You,2012,7.4,1053,"Action,Crime,Drama",65,tvSeries
tt2428924,Roba,2012,7.4,756,"Action,Adventure,Comedy",41,tvSeries
tt2365173,GTO: Great Teacher Onizuka,2012,7.4,733,"Comedy,Drama",50,tvSeries
tt2298250,Where the Bears Are,2012,7.4,671,"Comedy,Mystery",138,tvSeries
tt4234808,Did You Know Gaming?,2012,7.4,515,"Documentary,Short",,tvSeries
tt2650536,Gordon Behind Bars,2012,7.4,511,Documentary,,tvSeries
tt2575934,Kayip Sehir,2012,7.4,504,Drama,90,tvSeries
tt1821681,Touch,2012,7.3,43860,"Drama,Mystery,Sci-Fi",43,tvSeries
tt1819509,Don't Trust the B---- in Apartment 23,2012,7.3,42094,Comedy,22,tvSeries
tt2177489,Baby Daddy,2012,7.3,22498,"Comedy,Drama,Family",22,tvSeries
tt2172103,Last Resort,2012,7.3,22494,"Action,Drama,Mystery",60,tvSeries
tt2022713,Brickleberry,2012,7.3,18909,"Animation,Comedy",22,tvSeries
tt2337840,Bad Education,2012,7.3,14782,Comedy,30,tvSeries
tt1743904,Jane by Design,2012,7.3,10748,"Comedy,Drama",44,tvSeries
tt2262383,Vegas,2012,7.3,7707,"Action,Crime,Drama",,tvSeries
tt1794147,The L.A. Complex,2012,7.3,2978,Drama,60,tvSeries
tt2548200,Slugterra,2012,7.3,2896,"Action,Adventure,Animation",22,tvSeries
tt2122954,Unsupervised,2012,7.3,2766,"Animation,Comedy",22,tvSeries
tt2497834,Axe Cop,2012,7.3,2366,"Action,Adventure,Animation",15,tvSeries
tt2299141,The Syndicate,2012,7.3,2037,"Drama,Mystery",60,tvSeries
tt1879599,Million Dollar Listing New York,2012,7.3,1924,Reality-TV,44,tvSeries
tt2202488,Mountain Men,2012,7.3,1886,"Reality-TV,Western",42,tvSeries
tt2375858,Hunderby,2012,7.3,1347,Comedy,30,tvSeries
tt2368518,Hunting Season,2012,7.3,1208,Comedy,,tvSeries
tt2014681,Holliston,2012,7.3,1025,"Comedy,Horror,Romance",22,tvSeries
tt2216600,Tale of A-rang,2012,7.3,1005,"Action,Comedy,Fantasy",,tvSeries
tt3303944,The Familiar of Zero F,2012,7.3,786,"Animation,Comedy,Drama",24,tvSeries
tt2150202,Brille,2012,7.3,570,"Comedy,Game-Show",,tvSeries
tt2392143,Motorcity,2012,7.3,567,"Action,Adventure,Animation",22,tvSeries
tt1722512,Ultimate Spider-Man,2012,7.2,15907,"Action,Adventure,Animation",23,tvSeries
tt2222352,Cuckoo,2012,7.2,11103,Comedy,30,tvSeries
tt1723760,Dallas,2012,7.2,11074,"Drama,Romance",42,tvSeries
tt2184065,Almost Famous,2012,7.2,8026,Comedy,120,tvSeries
tt2309312,"Say ""I love you""",2012,7.2,4757,"Animation,Drama,Romance",25,tvSeries
tt2191746,To the Beautiful You,2012,7.2,2366,"Comedy,Drama,Romance",64,tvSeries
tt2357939,Hollywood Heights,2012,7.2,2040,Drama,60,tvSeries
tt1879713,Betty White's Off Their Rockers,2012,7.2,1330,"Comedy,Reality-TV",30,tvSeries
tt2263720,Hebburn,2012,7.2,937,Comedy,30,tvSeries
tt2378020,Yukon Men,2012,7.2,937,"Adventure,Reality-TV",60,tvSeries
tt9646834,RuPaul's Drag Race All Stars: Untucked!,2012,7.2,783,Reality-TV,20,tvSeries
tt2498968,Catfish: The TV Show,2012,7.1,9599,"Reality-TV,Romance",60,tvSeries
tt1727387,GCB,2012,7.1,9018,"Comedy,Drama",,tvSeries
tt1942919,Men at Work,2012,7.1,8688,"Comedy,Drama,Romance",30,tvSeries
tt2242025,Hotel Hell,2012,7.1,5443,Reality-TV,60,tvSeries
tt3330720,The Last Leg,2012,7.1,1756,"Comedy,News,Talk-Show",45,tvSeries
tt2341219,Mysterious Girlfriend X,2012,7.1,1355,"Animation,Comedy,Mystery",30,tvSeries
tt2301807,Naruto SD: Rock Lee & His Ninja Pals,2012,7.1,1169,"Action,Animation,Comedy",24,tvSeries
tt2255443,The Undateables,2012,7.1,968,"Documentary,Reality-TV,Romance",60,tvSeries
tt2272112,Property Brothers - Buying + Selling,2012,7.1,926,Reality-TV,43,tvSeries
tt2106857,Dating Rules from My Future Self,2012,7.1,868,Comedy,,tvSeries
tt2208231,Danish Dynamite,2012,7.1,678,Comedy,25,tvSeries
tt2290981,Breaking Pointe,2012,7.1,661,Reality-TV,60,tvSeries
tt2124494,The Witches of Calenda,2012,7.1,645,"Action,Adventure,Fantasy",,tvSeries
tt2193041,Beauty and the Beast,2012,7.0,38973,"Drama,Horror,Mystery",60,tvSeries
tt2455546,Avengers Assemble,2012,7.0,9093,"Action,Adventure,Animation",23,tvSeries
tt1949012,The Firm,2012,7.0,6394,"Action,Crime,Drama",60,tvSeries
tt2338096,Counting Cars,2012,7.0,3136,"Documentary,Reality-TV",30,tvSeries
tt2377452,K,2012,7.0,2939,"Action,Animation,Drama",24,tvSeries
tt2272367,Loiter Squad,2012,7.0,2770,Comedy,11,tvSeries
tt2076610,Project Runway All Stars,2012,7.0,1975,Reality-TV,60,tvSeries
tt2196757,Inu x Boku SS,2012,7.0,1937,"Animation,Comedy,Romance",24,tvSeries
tt2341806,To Love-Ru - Darkness,2012,7.0,1300,"Animation,Comedy,Drama",25,tvSeries
tt2340720,Me and Mrs Jones,2012,7.0,968,Comedy,30,tvSeries
tt2141011,Gator Boys,2012,7.0,696,Reality-TV,60,tvSeries
tt2320524,Amores verdaderos,2012,7.0,600,"Drama,Romance",60,tvSeries
tt2250040,Good Luck Girl!,2012,7.0,562,"Animation,Comedy,Fantasy",23,tvSeries
tt2432822,Flea Market Flip,2012,7.0,527,Reality-TV,30,tvSeries
tt1728102,Alcatraz,2012,6.9,40879,"Action,Crime,Drama",60,tvSeries
tt2087571,The New Normal,2012,6.9,11707,"Comedy,Romance",30,tvSeries
tt1828246,Missing,2012,6.9,9733,"Action,Drama,Thriller",60,tvSeries
tt2182229,The Neighbors,2012,6.9,9120,"Comedy,Family,Romance",30,tvSeries
tt2136138,Sofia the First,2012,6.9,4696,"Adventure,Animation,Comedy",22,tvSeries
tt2558816,Eastsiders,2012,6.9,3263,Drama,115,tvSeries
tt2361816,Seksenler,2012,6.9,3062,Comedy,100,tvSeries
tt2339875,Accel World,2012,6.9,2561,"Action,Animation,Romance",24,tvSeries
tt1799834,Fugget About It,2012,6.9,1833,"Animation,Comedy,Crime",22,tvSeries
tt1974470,Arctic Air,2012,6.9,1501,Drama,60,tvSeries
tt2382978,Sjit Happens,2012,6.9,1057,"Comedy,Romance",23,tvSeries
tt1933549,Budva na pjenu od mora,2012,6.9,989,Drama,,tvSeries
tt2273316,Joko gegen Klaas - Das Duell um die Welt,2012,6.9,898,"Comedy,Game-Show,Reality-TV",148,tvSeries
tt2196825,Alien Surf Girls,2012,6.9,855,"Family,Sci-Fi",,tvSeries
tt2108249,The Ending Planner,2012,6.9,771,"Drama,Mystery",54,tvSeries
tt2458684,The Haunting Of,2012,6.9,717,Biography,60,tvSeries
tt2197797,666 Park Avenue,2012,6.8,18689,"Drama,Fantasy,Horror",,tvSeries
tt1836195,The River,2012,6.8,17343,"Action,Adventure,Drama",44,tvSeries
tt2269368,Aesthetica of a Rogue Hero,2012,6.8,2384,"Action,Animation,Fantasy",23,tvSeries
tt2733534,Total Drama Revenge of the Island,2012,6.8,2344,"Action,Animation,Comedy",,tvSeries
tt2192477,Naji Attallah's Squad,2012,6.8,2137,"Adventure,Comedy,Crime",,tvSeries
tt1935298,Underemployed,2012,6.8,1754,Drama,40,tvSeries
tt11554102,The Critical Drinker,2012,6.8,1454,"Comedy,Talk-Show",,tvSeries
tt3845452,Impractical Jokers,2012,6.8,778,Comedy,,tvSeries
tt2215338,Carrossel,2012,6.8,593,"Adventure,Comedy,Drama",30,tvSeries
tt1991564,Lab Rats,2012,6.7,8257,"Action,Comedy,Drama",22,tvSeries
tt2152112,My 600-lb Life,2012,6.7,2418,Reality-TV,85,tvSeries
tt2341339,Randy Cunningham: 9th Grade Ninja,2012,6.7,2020,"Action,Adventure,Animation",15,tvSeries
tt2182427,Bering Sea Gold,2012,6.7,1905,Reality-TV,43,tvSeries
tt2250160,Campione!,2012,6.7,1604,"Action,Adventure,Animation",24,tvSeries
tt2203143,Mia and Me,2012,6.7,1243,"Adventure,Animation,Family",20,tvSeries
tt2198333,America's Book of Secrets,2012,6.7,1026,Documentary,44,tvSeries
tt2402807,House Husbands,2012,6.7,991,Drama,45,tvSeries
tt2169273,MyMusic,2012,6.7,842,"Comedy,Drama,Music",,tvSeries
tt2070791,Revolution,2012,6.6,87585,"Action,Adventure,Drama",43,tvSeries
tt1986770,Anger Management,2012,6.6,32805,"Comedy,Romance",22,tvSeries
tt2293002,Ben 10: Omniverse,2012,6.6,9689,"Action,Adventure,Animation",22,tvSeries
tt2177491,Ben and Kate,2012,6.6,5373,Comedy,22,tvSeries
tt3498954,Everything Wrong with...,2012,6.6,2998,Comedy,25,tvSeries
tt2406986,Grojband,2012,6.6,1619,"Adventure,Animation,Comedy",22,tvSeries
tt2294070,Code: Breaker,2012,6.6,1306,"Adventure,Animation,Crime",,tvSeries
tt2209649,Tattoo Nightmares,2012,6.6,750,Reality-TV,60,tvSeries
tt2299640,Bering Sea Gold: Under the Ice,2012,6.6,696,"Adventure,Documentary,Reality-TV",60,tvSeries
tt1837855,Eternal Law,2012,6.6,666,"Drama,Fantasy",,tvSeries
tt2524056,Portkod 1321,2012,6.6,585,Drama,15,tvSeries
tt2295953,Primeval: New World,2012,6.5,5065,"Action,Adventure,Drama",42,tvSeries
tt2215717,The Mob Doctor,2012,6.5,4547,"Crime,Drama,Mystery",60,tvSeries
tt1710295,Doc McStuffins: Pet Rescue/Baby/Ultimate Safari/Arctic Rescue/Toy Hospital,2012,6.5,3451,"Animation,Family,Fantasy",11,tvSeries
tt1743880,Napoleon Dynamite,2012,6.5,3368,"Animation,Comedy",30,tvSeries
tt1825122,NYC 22,2012,6.5,1608,"Crime,Drama",60,tvSeries
tt1845887,Best Friends Forever,2012,6.5,1488,Comedy,,tvSeries
tt2191567,Wicked Tuna,2012,6.5,1165,Reality-TV,60,tvSeries
tt10589896,MrBeast,2012,6.5,881,"Action,Adventure,Comedy",,tvSeries
tt3498252,Inferno Cop,2012,6.5,687,"Action,Animation,Comedy",,tvSeries
tt1978200,Moordvrouw,2012,6.5,582,"Action,Crime,Drama",43,tvSeries
